,id,age,height_cm,weight_kgs,value_euro,finishing,dribbling,volleys,acceleration,crossing,heading_accuracy,body_type,overall_rating
5307,226950,22,175.26,73.0,100000.0,57,44,36,65,30,48,Lean,53
17603,193886,29,154.94,77.1,15000000.0,80,81,73,70,75,58,Normal,80
13223,239340,21,193.04,88.9,1400000.0,21,47,36,40,33,66,Lean,69
14105,214937,24,152.4,73.0,2000000.0,38,63,40,75,71,59,Lean,70
6647,235773,21,152.4,74.8,200000.0,43,58,34,78,60,48,Normal,59
15108,221434,27,172.72,67.1,3600000.0,62,72,63,72,59,58,Normal,72
6754,240570,19,152.4,68.0,325000.0,40,62,34,74,51,53,Normal,59
17581,182002,29,187.96,88.0,12000000.0,51,59,33,70,58,75,Stocky,80
11364,222540,23,182.88,77.1,1000000.0,66,58,56,72,31,76,Lean,66
16879,205257,26,172.72,76.2,9000000.0,67,81,72,77,70,49,Stocky,76
10892,181733,31,187.96,82.1,425000.0,12,13,12,43,9,8,Normal,66
11422,228156,21,172.72,68.0,900000.0,29,56,31,92,59,57,Normal,66
6270,241954,21,154.94,64.9,230000.0,56,58,46,69,38,54,Lean,57
4495,234121,26,175.26,63.0,90000.0,40,57,30,59,43,48,Lean,56
13022,205874,30,190.5,78.9,600000.0,15,14,20,48,18,14,Normal,68
13288,158167,32,182.88,82.1,700000.0,29,42,31,75,32,74,Normal,69
12416,247028,20,185.42,79.8,1400000.0,59,64,34,73,44,68,Lean,68
11227,186494,28,190.5,73.0,525000.0,12,15,15,31,13,11,Normal,66
14716,206506,28,175.26,71.2,2500000.0,61,73,59,69,72,64,Normal,71
4172,233941,19,172.72,66.2,325000.0,63,67,49,76,57,43,Lean,59
17482,199823,25,152.4,69.9,15500000.0,73,77,58,65,73,65,Normal,79
11753,240082,21,182.88,72.1,1200000.0,39,65,51,77,67,55,Lean,67
13121,236817,23,154.94,79.8,1300000.0,44,64,40,72,56,59,Normal,68
5210,242699,28,182.88,74.8,40000.0,31,46,31,60,39,49,Normal,52
5223,246016,21,175.26,67.1,80000.0,36,51,42,63,40,41,Lean,52
14721,102056,34,152.4,73.0,675000.0,51,74,63,68,73,68,Normal,71
13589,232289,30,152.4,78.9,775000.0,48,38,47,74,58,73,Normal,69
7728,237170,20,170.18,68.0,550000.0,59,61,41,76,61,39,Lean,61
10506,240227,20,182.88,73.9,825000.0,34,62,32,54,44,61,Lean,65
7900,214039,30,182.88,78.9,190000.0,36,54,33,59,63,61,Normal,61
11161,179856,36,167.64,76.2,200000.0,43,59,30,62,53,49,Normal,66
6825,229504,21,154.94,73.9,230000.0,49,58,38,60,44,39,Lean,59
9019,207968,29,195.58,91.2,300000.0,29,40,26,51,52,67,Lean,63
7517,235995,19,182.88,73.9,375000.0,31,38,32,59,40,55,Lean,61
5806,243410,21,152.4,69.9,150000.0,46,59,42,74,55,32,Normal,56
2653,209401,23,154.94,72.1,850000.0,30,67,35,74,62,63,Normal,66
8796,215725,22,182.88,73.0,450000.0,30,43,33,68,58,56,Lean,63
16909,206003,24,190.5,89.8,7500000.0,10,18,19,43,13,24,Normal,76
5473,238976,22,152.4,73.0,110000.0,32,49,36,61,45,48,Normal,54
9383,210652,25,185.42,87.1,400000.0,18,15,18,53,19,13,Normal,64
1314,8205,35,154.94,74.8,750000.0,64,72,74,48,72,54,Normal,70
3842,242334,18,172.72,76.2,450000.0,42,60,38,69,57,52,Normal,61
3816,241523,19,185.42,64.9,450000.0,71,41,46,61,32,58,Normal,61
1321,212747,24,172.72,66.2,2700000.0,55,74,50,75,62,47,Lean,70
17494,202477,24,152.4,73.0,16000000.0,70,89,68,89,75,40,Normal,79
6773,49575,37,154.94,69.9,20000.0,38,32,42,32,25,58,Normal,59
10619,219449,23,152.4,77.1,750000.0,54,70,45,68,57,48,Lean,65
12905,182617,30,182.88,71.2,900000.0,69,64,61,67,55,67,Normal,68
6732,227529,20,193.04,74.8,150000.0,18,12,13,49,19,11,Lean,59
9908,209965,27,187.96,84.8,550000.0,61,58,53,62,40,67,Normal,64
7272,232803,24,175.26,66.2,270000.0,60,59,49,71,33,52,Lean,60
12864,214630,28,182.88,78.0,750000.0,51,52,34,73,62,66,Normal,68
17034,225085,22,175.26,72.1,12000000.0,71,83,68,88,66,55,Lean,76
3745,235288,20,154.94,63.0,550000.0,42,68,48,69,50,46,Lean,61
14123,213902,24,185.42,74.8,2100000.0,37,63,44,64,42,63,Lean,70
3974,219482,22,190.5,69.9,210000.0,18,16,10,32,14,14,Normal,60
511,223608,28,154.94,71.2,6500000.0,78,73,59,59,64,54,Lean,75
9722,241769,33,187.96,93.9,260000.0,7,10,6,26,13,11,Normal,64
12429,223473,29,187.96,82.1,725000.0,33,63,37,57,62,67,Normal,68
6523,243287,22,182.88,68.0,180000.0,29,51,25,61,35,40,Normal,58
14481,227591,27,154.94,83.0,2100000.0,70,73,50,84,70,60,Normal,70
9770,204635,31,182.88,74.8,325000.0,27,52,35,68,53,62,Lean,64
3725,202244,29,187.96,93.9,210000.0,17,15,12,41,18,13,Normal,61
10170,240859,19,182.88,72.1,1000000.0,24,39,34,63,31,63,Normal,65
16410,202539,28,175.26,77.1,6000000.0,74,71,61,82,67,68,Normal,74
13103,244251,27,152.4,73.9,1000000.0,69,64,53,71,39,64,Normal,68
5527,243253,20,152.4,69.9,140000.0,40,58,32,74,37,48,Normal,54
127,197061,27,193.04,89.8,15000000.0,36,65,50,55,54,82,Lean,80
1958,204422,27,185.42,79.8,775000.0,55,53,27,44,47,70,Normal,68
16987,182629,36,182.88,81.2,1000000.0,12,14,17,47,17,22,Normal,76
2079,205048,25,175.26,69.9,1100000.0,58,70,51,83,58,38,Normal,68
10279,240050,26,170.18,64.9,550000.0,30,62,32,75,62,46,Normal,65
5150,246935,17,185.42,69.9,90000.0,32,42,30,57,36,46,Lean,52
16002,230435,31,152.4,72.1,3000000.0,57,58,63,76,43,71,Normal,73
2366,232697,28,152.4,73.9,700000.0,30,71,28,73,70,54,Normal,67
12041,237420,20,154.94,82.1,1000000.0,38,59,47,64,50,59,Normal,67
12428,192241,28,175.26,73.9,750000.0,54,63,42,73,63,52,Normal,68
3094,240258,28,187.96,87.1,475000.0,35,57,34,69,48,60,Normal,64
6073,240074,21,167.64,62.1,160000.0,57,65,50,66,33,49,Normal,57
13229,196072,37,182.88,76.2,325000.0,65,69,68,55,70,60,Lean,69
9683,229495,22,172.72,68.0,700000.0,57,63,49,77,55,54,Lean,64
14832,200309,27,187.96,77.1,2300000.0,47,69,39,88,63,52,Normal,71
4338,241944,19,172.72,79.8,220000.0,55,62,49,81,53,34,Normal,57
12558,220357,26,185.42,84.8,975000.0,55,61,52,44,68,54,Stocky,68
16050,233225,27,182.88,73.0,3900000.0,35,55,39,63,60,74,Lean,73
11269,230512,35,172.72,66.2,350000.0,67,74,71,78,42,56,Normal,66
15226,234171,21,182.88,77.1,4600000.0,70,76,67,76,68,49,Lean,72
15039,235544,25,185.42,77.1,2500000.0,26,55,20,51,40,73,Normal,71
639,230503,27,175.26,69.9,6000000.0,74,62,76,81,51,70,Normal,74
16839,201976,25,193.04,79.8,7000000.0,16,15,11,43,15,11,Lean,76
3551,231232,26,170.18,68.0,375000.0,58,62,51,76,56,64,Lean,62
840,210118,30,152.4,66.2,3000000.0,52,66,45,72,75,59,Lean,73
4798,245129,20,182.88,69.9,50000.0,23,57,27,65,38,41,Normal,51
12522,210644,24,182.88,74.8,1200000.0,70,70,57,73,64,53,Lean,68
17321,160741,32,187.96,83.9,7000000.0,46,44,65,76,44,78,Normal,78
8027,232678,22,185.42,76.2,350000.0,9,11,6,21,11,11,Lean,62
3147,176301,34,182.88,74.8,270000.0,61,63,55,45,57,63,Normal,64
17761,201400,26,175.26,71.2,28000000.0,73,87,76,71,72,55,Normal,82
8648,137699,36,187.96,79.8,90000.0,40,39,31,37,32,64,Normal,63
7101,240333,23,185.42,74.8,240000.0,26,30,29,57,28,62,Lean,60
13966,243662,25,170.18,62.1,1900000.0,41,70,56,85,66,48,Normal,70
3066,199780,28,175.26,71.2,475000.0,65,62,57,72,61,63,Normal,64
11794,219587,25,175.26,68.9,800000.0,36,66,49,65,51,55,Normal,67
14216,218216,29,193.04,82.1,1400000.0,13,14,13,47,13,16,Stocky,70
7229,233085,30,187.96,88.9,160000.0,9,10,6,26,9,15,Normal,60
15868,215417,26,187.96,89.8,3300000.0,12,15,16,47,15,14,Normal,73
12022,235890,27,187.96,74.8,800000.0,41,54,33,60,54,68,Normal,67
6674,226547,23,152.4,74.8,240000.0,49,55,42,69,45,41,Normal,59
15945,213581,28,154.94,83.0,3800000.0,38,48,41,63,57,77,Normal,73
12152,213327,29,195.58,83.0,625000.0,20,31,29,62,22,67,Normal,67
17134,186589,30,187.96,79.8,7000000.0,40,67,56,50,62,72,Lean,77
10422,204420,26,182.88,77.1,550000.0,39,60,32,73,64,61,Lean,65
8310,243567,23,187.96,64.9,400000.0,53,62,40,74,63,60,Lean,62
12776,233090,22,167.64,69.9,1500000.0,53,76,47,85,56,42,Lean,68
16115,231138,23,175.26,74.8,8000000.0,74,79,65,87,47,62,Normal,74
6161,237176,19,190.5,69.9,170000.0,9,8,6,28,12,11,Lean,57
14649,217287,24,185.42,73.0,2700000.0,53,65,69,57,66,72,Lean,71
12525,234195,23,154.94,73.0,1200000.0,54,67,57,70,65,63,Normal,68
13505,238977,30,195.58,88.0,1000000.0,74,47,66,43,31,76,Lean,69
13495,226436,21,182.88,78.0,1300000.0,44,66,33,74,66,58,Normal,69
16439,215322,24,152.4,72.1,6500000.0,48,72,62,79,73,55,Lean,74
334,138699,32,152.4,73.0,6500000.0,70,77,75,59,75,66,Normal,77
9223,169489,32,182.88,78.0,325000.0,52,54,50,44,63,49,Normal,63
4770,241576,19,152.4,69.9,110000.0,45,54,41,65,45,39,Normal,52
11652,169458,34,154.94,81.2,300000.0,22,48,39,33,35,66,Normal,67
3378,231303,26,185.42,82.1,425000.0,25,55,20,55,22,61,Normal,63
3109,224403,24,185.42,73.0,625000.0,45,58,41,68,60,56,Lean,64
11995,213117,29,152.4,74.8,775000.0,61,70,56,87,59,49,Lean,67
6223,224588,22,170.18,73.0,140000.0,40,60,37,69,62,49,Stocky,57
1829,165908,34,154.94,77.1,350000.0,53,61,53,69,65,56,Normal,68
15114,220921,24,182.88,88.0,3500000.0,33,53,35,63,37,70,Stocky,72
9508,245940,19,187.96,83.9,950000.0,64,66,54,80,36,60,Lean,64
5500,244812,19,182.88,73.9,130000.0,29,51,30,62,43,48,Normal,54
7735,242543,28,185.42,83.0,240000.0,45,58,31,60,57,54,Normal,61
15553,229155,22,182.88,72.1,3600000.0,46,72,48,73,67,61,Normal,72
4176,182738,32,167.64,71.2,100000.0,17,47,22,62,52,58,Stocky,59
15904,211556,28,185.42,81.2,3800000.0,40,49,27,55,34,81,Normal,73
1923,232810,24,170.18,63.0,1000000.0,32,43,35,72,53,49,Normal,68
13972,234957,28,152.4,71.2,1900000.0,75,62,65,75,33,69,Normal,70
12796,203902,26,170.18,62.1,1100000.0,61,67,61,86,65,56,Normal,68
4094,244012,22,185.42,78.0,250000.0,43,56,38,67,61,49,Normal,59
14423,204061,27,167.64,68.0,2000000.0,63,75,60,86,63,31,Stocky,70
7706,245633,22,152.4,69.9,325000.0,30,61,32,69,60,57,Normal,61
12088,197981,28,200.66,93.9,825000.0,65,59,66,35,30,84,Lean,67
12983,202304,30,185.42,78.0,825000.0,63,66,58,60,63,52,Normal,68
8384,242257,22,190.5,74.8,425000.0,59,60,56,62,53,55,Lean,62
6111,246431,19,154.94,69.9,220000.0,60,65,52,62,50,42,Lean,57
17365,207948,23,154.94,73.0,14000000.0,75,83,75,85,65,64,Lean,78
536,213689,24,175.26,71.2,8000000.0,47,70,40,73,52,50,Lean,75
5114,241888,20,193.04,79.8,70000.0,7,7,7,19,13,13,Lean,52
13531,234867,20,170.18,73.0,2300000.0,63,76,51,80,65,23,Lean,69
2128,245792,23,182.88,77.1,1100000.0,59,72,51,90,66,42,Lean,67
1683,234108,19,170.18,67.1,2300000.0,45,76,64,83,64,51,Lean,69
15468,198474,28,154.94,68.9,3000000.0,36,58,31,64,35,72,Normal,72
16481,240898,22,175.26,78.0,8000000.0,73,78,52,81,75,45,Normal,74
805,192371,31,175.26,73.9,3400000.0,58,69,60,73,62,64,Normal,73
9473,222912,24,152.4,83.9,,50,61,34,64,50,60,Normal,64
11564,232462,29,170.18,67.1,650000.0,65,68,56,73,64,57,Lean,66
16887,201155,26,175.26,71.2,9500000.0,70,80,65,77,70,49,Normal,76
7644,238234,21,165.1,59.9,450000.0,42,65,41,86,57,33,Lean,61
4334,245019,20,185.42,77.1,200000.0,20,30,23,46,26,54,Lean,57
9324,220654,23,154.94,73.9,500000.0,51,63,37,63,57,42,Normal,64
14295,230472,35,154.94,73.9,900000.0,62,72,71,72,66,67,Lean,70
14839,202356,31,182.88,73.0,1700000.0,42,60,36,73,74,58,Normal,71
866,155355,30,154.94,68.0,3900000.0,62,76,66,73,70,58,Lean,73
113,226753,22,187.96,93.0,14500000.0,12,26,13,64,15,20,Stocky,80
15826,208522,26,190.5,81.2,4500000.0,45,50,33,57,54,76,Normal,73
11780,236997,24,182.88,77.1,900000.0,45,63,39,61,49,57,Normal,67
5218,244484,20,185.42,74.8,80000.0,11,15,12,20,18,11,Lean,52
8349,240221,33,175.26,74.8,230000.0,47,52,33,57,62,37,Normal,62
9548,53412,34,182.88,71.2,180000.0,35,45,42,40,43,64,Normal,64
3006,246822,29,187.96,83.9,300000.0,8,5,9,24,11,12,Normal,64
5751,246811,21,165.1,66.2,140000.0,70,61,51,68,35,58,Normal,55
10446,223866,20,154.94,69.9,825000.0,44,59,41,54,41,51,Normal,65
13757,199195,32,167.64,68.0,800000.0,47,64,54,63,59,38,Normal,69
42,220793,22,187.96,78.9,34000000.0,40,63,28,72,36,80,Lean,84
17664,177458,29,185.42,81.2,14000000.0,39,58,54,65,43,75,Lean,81
13405,211619,28,185.42,84.8,1000000.0,22,48,23,65,46,74,Normal,69
16089,200433,27,193.04,86.2,6500000.0,77,68,76,65,63,75,Normal,74
13673,209987,26,187.96,84.8,925000.0,19,22,14,55,19,14,Normal,69
9724,171881,32,187.96,93.0,400000.0,60,54,56,68,46,67,Lean,64
11372,239946,23,152.4,76.2,700000.0,34,55,29,50,37,67,Normal,66
9262,224770,23,175.26,66.2,550000.0,62,65,52,85,50,46,Lean,63
12048,52842,38,154.94,74.8,260000.0,66,63,57,40,72,68,Lean,67
12935,235088,24,172.72,68.0,1000000.0,42,67,29,86,61,54,Lean,68
5784,245233,18,190.5,76.2,170000.0,25,31,31,57,35,59,Lean,56
12704,241049,22,175.26,73.0,1200000.0,38,53,39,63,61,62,Lean,68
15739,176062,33,185.42,77.1,3100000.0,66,70,64,60,76,67,Lean,73
13910,225507,26,170.18,69.9,1900000.0,43,61,53,81,55,44,Normal,70
2331,237024,20,185.42,72.1,1500000.0,40,70,31,70,68,65,Lean,67
13281,231128,23,152.4,72.1,1400000.0,69,72,66,75,62,59,Lean,69
6589,224547,26,185.42,77.1,150000.0,35,53,11,71,38,41,Lean,58
2115,239890,18,185.42,86.2,1100000.0,26,32,28,58,26,64,Lean,67
7974,240888,19,187.96,79.8,425000.0,6,14,9,38,14,14,Lean,62
13624,163670,34,154.94,73.9,425000.0,30,65,48,59,67,50,Stocky,69
5514,241471,21,182.88,69.9,130000.0,53,60,41,65,50,61,Normal,54
9718,221548,28,185.42,83.0,375000.0,28,36,30,62,28,74,Normal,64
12786,212608,31,187.96,68.0,650000.0,31,61,23,76,71,61,Normal,68
13643,173130,30,175.26,64.9,975000.0,58,68,67,85,76,49,Lean,69
3846,208797,25,167.64,69.9,300000.0,57,67,37,70,58,38,Normal,61
7514,214748,23,175.26,73.9,375000.0,29,61,31,72,63,49,Lean,61
14040,240561,20,172.72,67.1,2900000.0,58,69,36,68,65,48,Lean,70
6368,246744,21,185.42,69.9,150000.0,28,35,30,61,30,56,Lean,58
17230,176994,32,182.88,82.1,5500000.0,9,10,10,41,10,10,Normal,77
9942,176928,34,154.94,78.9,170000.0,46,56,39,59,73,63,Normal,64
9110,244283,23,172.72,69.9,400000.0,41,61,30,77,59,39,Normal,63
12013,190583,27,193.04,86.2,900000.0,66,58,55,64,57,70,Lean,67
15028,235041,31,154.94,68.9,1600000.0,48,55,30,53,44,71,Lean,71
2701,190490,28,185.42,77.1,575000.0,62,65,62,94,58,50,Lean,65
3828,229771,20,185.42,74.8,500000.0,21,48,29,59,51,59,Normal,61
76,230258,31,175.26,69.9,16500000.0,53,77,57,80,61,70,Lean,82
12067,193889,27,182.88,83.0,675000.0,14,14,13,38,15,13,Normal,67
4015,242346,21,170.18,66.2,400000.0,45,57,40,66,55,60,Normal,60
231,202429,25,187.96,88.0,10500000.0,39,73,52,77,79,70,Normal,78
10839,245237,20,172.72,68.0,900000.0,56,67,33,67,42,43,Normal,66
16513,192238,31,152.4,68.9,4500000.0,35,48,27,55,53,50,Normal,75
1583,196885,31,193.04,86.2,,17,13,12,28,14,12,Lean,69
3263,239636,25,198.12,84.8,475000.0,63,62,44,61,52,74,Normal,63
12590,238779,22,193.04,91.2,1000000.0,21,35,35,47,29,73,Normal,68
4658,239006,19,182.88,68.0,120000.0,43,51,39,61,49,52,Lean,54
12742,199053,30,185.42,76.2,900000.0,75,62,60,73,36,61,Normal,68
2713,239128,26,175.26,69.9,525000.0,39,64,41,75,59,56,Lean,65
4966,238527,19,172.72,59.0,60000.0,44,51,40,66,42,39,Lean,50
8985,243052,23,185.42,76.2,425000.0,24,57,36,61,38,63,Lean,63
9032,208989,26,182.88,78.9,475000.0,57,59,55,78,35,60,Normal,63
7060,247263,20,193.04,83.9,280000.0,20,34,33,58,35,56,Normal,60
12060,190311,28,187.96,78.9,800000.0,69,65,55,79,53,54,Normal,67
14924,234570,19,175.26,67.1,5000000.0,60,77,65,86,70,60,Lean,71
12853,172648,32,185.42,79.8,525000.0,20,50,25,47,57,67,Normal,68
976,179565,29,175.26,76.2,3200000.0,69,73,64,79,50,63,Normal,72
8590,245497,21,175.26,64.0,650000.0,48,73,50,64,60,45,Normal,63
8098,245704,19,172.72,68.9,575000.0,37,60,38,66,64,54,Normal,62
13289,187350,30,175.26,79.8,800000.0,44,60,46,76,65,66,Normal,69
16640,198023,29,152.4,71.2,5500000.0,36,65,25,73,70,71,Normal,75
2493,236399,22,185.42,72.1,875000.0,23,48,34,64,34,66,Normal,66
16841,194806,28,187.96,82.1,6000000.0,49,55,20,62,68,81,Normal,76
9446,232901,21,185.42,74.8,600000.0,48,59,42,65,35,38,Lean,64
11302,193123,28,193.04,76.2,600000.0,40,41,21,58,22,71,Stocky,66
7190,152724,36,182.88,76.2,90000.0,50,51,50,49,61,61,Normal,60
1033,230344,27,152.4,77.1,2600000.0,41,56,52,71,67,67,Normal,72
17202,188041,29,152.4,72.1,8500000.0,56,73,58,72,65,51,Normal,77
14543,230387,35,187.96,78.9,725000.0,29,22,24,60,51,63,Normal,71
13603,215130,37,185.42,84.8,140000.0,14,20,18,46,19,13,Normal,69
17855,186942,28,154.94,79.8,32000000.0,74,85,75,67,74,50,Normal,84
17323,199393,31,187.96,88.9,7500000.0,42,55,45,49,59,70,Normal,78
1353,201512,28,182.88,76.2,1500000.0,38,62,38,75,72,55,Normal,70
17113,216054,28,182.88,81.2,8000000.0,61,66,43,59,58,68,Normal,77
10259,173498,31,152.4,73.9,500000.0,55,62,50,50,63,50,Normal,65
8900,193932,28,175.26,81.2,375000.0,54,62,56,80,60,31,Lean,63
5248,237511,20,154.94,72.1,120000.0,24,47,24,70,47,44,Normal,53
16933,176794,32,193.04,78.0,7000000.0,79,74,74,51,72,78,Lean,76
4365,240696,19,167.64,64.9,220000.0,34,60,42,80,48,37,Lean,57
12373,238594,27,175.26,73.9,875000.0,59,60,53,64,67,52,Normal,67
3773,231241,19,172.72,66.2,525000.0,37,68,56,83,55,36,Normal,61
17303,207894,28,187.96,77.1,8000000.0,30,59,35,51,51,69,Normal,77
17811,195365,28,152.4,67.1,26500000.0,63,86,68,84,72,34,Lean,83
17415,227950,24,182.88,78.0,12000000.0,41,53,55,66,48,75,Normal,78
8245,236685,21,154.94,73.9,425000.0,41,61,43,74,59,60,Lean,62
8049,220635,23,172.72,62.1,400000.0,48,61,48,62,54,47,Normal,62
6751,191677,34,175.26,68.0,50000.0,60,60,55,55,62,57,Lean,59
5882,246680,20,152.4,74.8,130000.0,31,52,41,66,57,45,Normal,56
2805,239997,20,187.96,78.0,1100000.0,66,60,47,70,39,68,Lean,65
5315,234365,18,175.26,74.8,90000.0,52,50,48,60,34,62,Normal,53
6082,247488,19,154.94,69.9,170000.0,7,11,8,32,13,14,Normal,57
10658,240942,22,175.26,64.9,700000.0,57,59,41,65,45,63,Normal,65
14294,240716,21,182.88,78.0,2500000.0,43,65,38,74,72,68,Normal,70
16965,189043,30,152.4,69.9,6000000.0,54,74,59,84,77,68,Lean,76
7383,246561,25,187.96,82.1,230000.0,15,40,26,60,23,55,Normal,60
16369,215108,30,170.18,76.2,4300000.0,53,73,47,86,64,66,Normal,74
5761,246789,19,187.96,67.1,190000.0,47,54,47,77,50,41,Lean,55
7015,242423,18,182.88,72.1,425000.0,52,59,49,68,53,51,Normal,60
5471,231298,23,175.26,67.1,100000.0,56,57,48,76,25,42,Lean,54
1861,159278,34,152.4,71.2,550000.0,54,66,45,78,68,61,Lean,68
12760,239752,24,187.96,82.1,950000.0,26,36,23,64,36,66,Lean,68
15995,110638,39,190.5,78.0,270000.0,10,17,20,47,11,22,Normal,73
5247,244168,20,185.42,74.8,80000.0,23,27,25,55,26,53,Lean,53
3564,184148,28,190.5,79.8,250000.0,11,17,20,43,10,11,Normal,62
8987,239468,24,175.26,64.0,425000.0,34,54,33,44,54,67,Lean,63
6781,222628,26,175.26,63.0,170000.0,34,53,35,81,27,53,Stocky,59
11362,231244,23,185.42,72.1,700000.0,9,9,5,31,13,10,Normal,66
6995,238846,21,154.94,59.9,450000.0,63,65,48,75,53,30,Lean,60
13635,3665,42,152.4,74.8,,67,62,66,34,67,58,Normal,69
1509,186839,31,152.4,73.0,1700000.0,67,72,61,77,67,62,Lean,70
7549,236239,20,190.5,76.2,450000.0,9,12,8,34,14,14,Lean,61
13099,223004,26,154.94,72.1,1100000.0,63,68,61,72,54,46,Lean,68
972,224367,32,185.42,83.9,1800000.0,15,40,24,41,29,72,Stocky,72
11701,171490,32,187.96,78.0,450000.0,12,11,14,35,19,18,Normal,67
12117,192596,31,190.5,84.8,575000.0,39,40,42,47,47,64,Normal,67
14282,213839,23,187.96,77.1,2500000.0,72,72,58,65,58,72,Normal,70
16717,225359,30,182.88,84.8,6500000.0,70,76,65,58,66,54,Normal,75
7426,212492,23,154.94,69.9,270000.0,57,62,45,77,56,45,Normal,60
15237,210358,27,187.96,73.9,2600000.0,20,12,19,31,17,30,Lean,72
6581,241711,19,182.88,76.2,240000.0,24,37,36,59,45,56,Lean,58
13486,200841,27,185.42,77.1,1000000.0,41,67,60,58,71,62,Lean,69
2399,212248,24,154.94,76.2,925000.0,60,69,60,79,53,58,Normal,66
7959,224252,22,170.18,66.2,475000.0,57,68,59,75,54,31,Lean,62
3868,210639,23,172.72,88.0,400000.0,62,64,55,73,49,51,Stocky,61
6841,244854,20,172.72,66.2,325000.0,57,53,62,70,62,44,Normal,59
12494,233437,28,182.88,78.0,,31,69,33,72,75,53,Normal,68
4162,241587,22,154.94,69.9,250000.0,38,45,32,63,13,46,Normal,59
9253,234760,23,187.96,81.2,425000.0,56,73,48,83,57,62,Lean,63
5753,242199,21,182.88,74.8,110000.0,25,50,26,66,55,46,Normal,55
14452,220178,30,187.96,81.2,1800000.0,70,61,63,73,57,68,Normal,70
4393,246915,19,190.5,79.8,160000.0,5,11,9,25,14,13,Normal,57
9393,177107,32,187.96,82.1,300000.0,42,52,43,62,50,59,Normal,64
3533,189231,27,182.88,73.0,350000.0,58,53,51,70,58,53,Normal,62
9836,219458,28,154.94,76.2,475000.0,63,64,51,82,55,61,Normal,64
10844,215028,30,167.64,71.2,625000.0,47,64,56,66,57,54,Normal,66
1068,193780,27,152.4,72.1,3300000.0,73,76,69,79,73,45,Normal,72
3832,235401,27,193.04,83.0,250000.0,26,30,28,47,28,51,Normal,61
10936,202966,30,182.88,78.9,475000.0,32,47,41,65,47,62,Normal,66
12698,225434,23,154.94,78.9,1300000.0,34,53,36,52,36,33,Stocky,68
14905,158293,38,154.94,74.8,325000.0,60,70,64,64,63,66,Normal,71
8383,247377,18,167.64,64.9,625000.0,48,64,43,73,64,38,Lean,62
15504,180281,33,170.18,67.1,2400000.0,65,77,69,87,69,47,Normal,72
3361,200312,33,190.5,84.8,290000.0,61,57,57,67,32,64,Normal,63
3492,226546,22,170.18,72.1,625000.0,51,69,36,74,61,34,Normal,63
7467,235504,20,170.18,66.2,475000.0,47,71,29,69,47,47,Lean,61
16033,200473,26,175.26,69.9,4800000.0,74,75,72,85,67,58,Normal,73
8235,222096,21,185.42,77.1,425000.0,18,16,14,30,18,16,Normal,62
4756,245040,18,193.04,83.0,90000.0,22,25,27,80,24,46,Normal,52
16859,173030,30,154.94,78.9,7000000.0,73,80,72,67,73,64,Normal,76
857,169697,31,187.96,78.0,2400000.0,14,14,16,41,11,16,Stocky,73
7571,247230,24,185.42,78.0,270000.0,30,58,38,68,57,63,Normal,61
6381,240328,23,152.4,69.9,170000.0,44,57,39,75,56,38,Lean,58
13785,202512,25,187.96,83.0,1100000.0,37,66,50,70,72,65,Normal,69
11171,189325,29,172.72,72.1,500000.0,32,69,46,79,63,37,Normal,66
7040,244711,24,175.26,69.9,240000.0,43,58,33,74,51,51,Normal,60
2584,224690,25,187.96,88.0,725000.0,51,57,53,57,53,65,Normal,66
8249,240012,22,170.18,64.9,500000.0,54,70,57,85,56,47,Lean,62
15144,240359,22,187.96,77.1,4400000.0,58,62,47,65,62,71,Normal,72
5663,238993,19,175.26,79.8,190000.0,61,42,39,68,30,56,Stocky,55
11587,239363,22,182.88,79.8,925000.0,25,35,31,59,32,63,Normal,66
7013,203512,27,154.94,74.8,200000.0,43,51,53,62,50,44,Lean,60
8560,245762,19,154.94,76.2,625000.0,61,61,46,56,41,60,Normal,62
10605,206399,31,152.4,74.8,400000.0,54,61,31,72,60,56,Normal,65
5322,244069,20,187.96,83.0,100000.0,8,9,6,29,13,10,Normal,53
3880,239051,27,185.42,86.2,260000.0,18,25,26,54,23,60,Normal,61
10449,194937,27,187.96,78.9,475000.0,27,51,25,54,44,60,Normal,65
11446,186422,28,175.26,73.0,675000.0,63,71,63,79,61,56,Normal,66
8551,235018,21,193.04,87.1,550000.0,9,16,11,18,14,16,Normal,62
17913,212622,24,175.26,69.9,45000000.0,66,80,67,78,91,74,Lean,86
2330,244960,21,175.26,66.2,1200000.0,58,71,55,74,63,46,Normal,67
11172,184461,36,182.88,82.1,150000.0,20,45,17,38,56,69,Normal,66
11424,224316,27,154.94,76.2,550000.0,46,59,30,72,64,57,Normal,66
1338,194329,29,172.72,68.0,1800000.0,61,59,52,68,57,41,Lean,70
12109,191065,29,187.96,82.1,625000.0,42,58,29,65,48,66,Normal,67
15919,194904,28,190.5,102.1,3400000.0,12,11,14,42,15,11,Stocky,73
5349,247367,18,154.94,73.9,110000.0,37,46,35,63,40,48,Lean,53
4907,243204,18,152.4,68.0,60000.0,44,42,37,69,54,21,Lean,48
16023,245021,22,187.96,79.8,5500000.0,40,61,38,52,42,69,Normal,73
7681,211593,24,152.4,64.0,300000.0,28,56,30,65,46,57,Normal,61
17565,171579,32,182.88,83.0,13000000.0,79,78,55,52,78,90,Normal,80
15888,239210,21,185.42,79.8,4900000.0,39,49,31,68,51,77,Normal,73
